user_id,timestamp,latitude,longitude
user_48,2024-05-22 01:48:56.481715,61.65495852220519,3.0175540092253925
user_48,2024-05-29 01:25:29.481715,2.4021176214499036,-97.48916598050148
user_48,2024-05-12 11:24:16.481715,-10.91308627908137,119.84448968919753
user_48,2024-05-09 15:59:09.481715,-49.43203975950383,-119.28519179039944
user_48,2024-05-08 05:46:36.481715,3.7416767229663748,58.489170520161
user_48,2024-05-23 03:38:50.481715,-58.15792142041913,149.81150945961207
user_48,2024-05-12 16:54:54.481715,-51.496119377254495,-42.68342859081332
user_48,2024-05-06 07:32:53.481715,80.04760551296215,154.38007801451693
user_48,2024-05-07 18:39:44.481715,-75.66121786488132,-52.23236894358574
user_48,2024-05-01 08:03:17.481715,-2.6539163763838047,-147.89858893934266
user_48,2024-05-07 09:24:09.481715,28.310476084963966,-134.07115021231402
user_48,2024-05-26 04:37:34.481715,-7.766733325815409,-105.22424255697484
user_48,2024-05-10 10:02:04.481715,-19.709734063956475,179.76938957793323
user_48,2024-05-03 03:40:32.481715,-22.757541208310357,-76.89509071833632
user_48,2024-05-27 18:47:42.481715,52.56774139947967,-54.26243952887299
user_48,2024-05-27 06:53:32.481715,-71.67731379147887,111.1673669318161
user_48,2024-05-16 07:35:53.481715,1.1385251745012255,36.61643081589099
user_48,2024-05-11 19:51:19.481715,-34.68340528367096,177.51034373747495
user_48,2024-05-29 14:16:00.481715,-89.69540133053155,141.9706026544555
user_48,2024-05-17 20:14:59.481715,-84.96291816915522,178.0084312122645
user_48,2024-05-29 16:17:11.481715,73.53023904029212,-63.766785208634474
user_48,2024-05-17 03:58:34.481715,-48.268912206192226,87.33004823500596
user_48,2024-05-19 17:00:20.481715,80.98237847731116,118.71560728477755
user_48,2024-05-15 00:42:32.481715,-87.02555681391844,70.48867860478768
user_48,2024-05-02 15:21:55.481715,-46.36953880430125,145.08549034933714
user_48,2024-05-19 03:07:24.481715,-9.552262541429329,9.29716561647166
user_48,2024-05-22 06:58:25.481715,89.83823208168587,-53.150020024977636
user_48,2024-05-30 00:34:24.481715,-14.224415117901316,-13.995148047841667
user_48,2024-05-21 01:59:47.481715,-22.06241986596291,105.41874673600597
user_48,2024-05-11 06:46:33.481715,82.08906046984976,111.927089537504
user_48,2024-05-14 23:03:25.481715,40.50848527999793,162.4422601523131
user_48,2024-04-30 16:54:56.481715,28.704817716588764,87.37935972165718
user_48,2024-05-09 09:25:04.481715,-36.432437334584414,-69.16856814244767
user_48,2024-05-22 17:09:04.481715,-18.393765676307126,143.64410380314268
user_48,2024-05-16 20:06:15.481715,24.384671441880613,121.0335730584676
user_48,2024-05-04 18:55:43.481715,71.1311870247358,-118.38766234503338
user_48,2024-05-13 03:04:43.481715,-64.20658861497603,-33.24710265224084
user_48,2024-05-05 01:18:55.481715,0.9541357131978145,-20.815171391909104
user_48,2024-05-25 22:04:40.481715,57.02165997252098,-8.376496318069485
user_48,2024-05-06 09:56:12.481715,-24.84216121349759,87.49905140206107
