"user_26",2016.2855717863138
"user_46",1774.736995144039
"user_30",2003.164820872735
"user_2",2038.3700727022367
"user_15",1768.7557900928466
"user_5",2210.1543838800058
"user_41",1816.116347705809
"user_40",2256.049646086866
"user_9",2108.948195569005
"user_16",1884.0318387990014
"user_36",2148.9106076030616
"user_14",1937.1810467573514
"user_25",1996.2226612426064
"user_27",2094.9436648961296
"user_38",1973.0725912813043
"user_8",2056.1059211219376
"user_11",1966.349918016681
"user_20",1868.4820977201334
"user_3",2019.8953552275382
"user_33",2063.1108249539852
"user_45",2059.4063599471347
"user_22",1974.320994240435
"user_19",1936.9453280951298
"user_31",2118.030957731789
"user_42",1939.394156792485
"user_37",2110.2325175665355
"user_39",1914.5805979483841
"user_48",2106.7840420460784
"user_7",2050.1485164002784
"user_10",1848.014014151012
"user_21",1855.7408220507223
"user_4",2169.244445687462
"user_17",1964.39948413521
"user_29",2141.5754735057253
"user_23",1984.972160151581
"user_0",1980.5911201308916
"user_34",2065.0473048303493
"user_12",1887.4357402622418
"user_44",2140.5697734715964
"user_43",1977.1027259659948
"user_18",2208.7237795073634
"user_32",2161.9319346251395
"user_49",2152.3928009735932
"user_1",2120.796239365725
"user_47",1867.331619462136
"user_6",1924.4850533332929
"user_24",1803.6845124737447
"user_13",1821.8456081749098
"user_35",1883.6836932116942
"user_28",2086.7872970466155
