"user_26",1927.6617084965608
"user_46",1881.8751144501332
"user_30",2091.5264149690834
"user_2",1944.8042277132042
"user_15",2303.4242618324515
"user_5",1879.652646160172
"user_41",1997.5397426906643
"user_40",2057.543841976714
"user_9",2131.107325635036
"user_16",2252.4756968105366
"user_36",2213.2544364622654
"user_14",1925.914284753208
"user_25",2102.4900350193343
"user_27",2168.8736803411625
"user_38",1710.6281080692327
"user_8",2238.254172824694
"user_11",1953.4595428906248
"user_20",1977.1728733524815
"user_3",1967.3184270549423
"user_33",1845.202587051663
"user_45",2078.5128068353824
"user_22",2238.5117533016455
"user_19",2171.8358885549696
"user_31",2156.862706940546
"user_42",1845.668079089821
"user_37",1976.0058028179174
"user_39",1901.0623108083607
"user_48",1778.6151139631459
"user_7",1947.3717509805085
"user_10",1756.8654813303497
"user_21",1824.3035525224236
"user_4",1944.3269239153947
"user_17",2155.99302225143
"user_29",2233.024898919151
"user_23",1851.9375664104102
"user_0",2033.0714928388236
"user_34",2029.323944817903
"user_12",1869.0212249320366
"user_44",1948.750009274658
"user_43",1724.5160691008032
"user_18",2174.600819109209
"user_32",1947.8931284108194
"user_49",1874.8159154086063
"user_1",1915.1941246096503
"user_47",2072.2543352145353
"user_6",2083.5333667271157
"user_24",1921.976229784718
"user_13",1796.3050388222425
"user_35",2022.5467638790815
"user_28",1899.6654170681734
