"user_26",667.9234890862539
"user_46",668.1286781671004
"user_30",667.2657509221513
"user_2",678.882399347508
"user_15",674.0341299681678
"user_5",666.2105926140323
"user_41",666.9757999818594
"user_40",663.5053121914477
"user_9",673.5620746507735
"user_16",656.7481031780989
"user_36",677.5853024485965
"user_14",697.7117004577028
"user_25",677.7484883448707
"user_27",664.3902694787101
"user_38",655.913624287936
"user_8",665.5039112539978
"user_11",667.5687467154617
"user_20",683.8237160310722
"user_3",678.8289813994551
"user_33",678.599658507816
"user_45",687.2329810954328
"user_22",660.1735951518822
"user_19",673.8538411972106
"user_31",671.4763241600298
"user_42",672.956683022964
"user_37",656.3305436221405
"user_39",648.868052192655
"user_48",649.493979310213
"user_7",685.1258377178862
"user_10",675.4372020763898
"user_21",651.3758472313698
"user_4",666.7313671006875
"user_17",699.2907778308593
"user_29",645.3839156189537
"user_23",685.4580440254695
"user_0",654.5984303698887
"user_34",651.6362770303659
"user_12",663.0785681719852
"user_44",681.0322068562443
"user_43",654.0503824665092
"user_18",686.8835020449836
"user_32",654.6115160957039
"user_49",680.2758397436563
"user_1",648.9329594432351
"user_47",652.0942248648907
"user_6",653.6594182745234
"user_24",666.5231751156166
"user_13",648.7427108267976
"user_35",647.8366237822917
"user_28",683.564875508803
