"user_26",1965.0921801292864
"user_46",1928.5473449779874
"user_30",1982.4360723077034
"user_2",1941.2392746774694
"user_15",2078.98616739535
"user_5",1964.7113695056291
"user_41",1974.9221587436411
"user_40",2022.5185410167273
"user_9",1990.3426006149066
"user_16",2008.3457177472394
"user_36",1952.0371018954881
"user_14",1927.6332380461963
"user_25",2032.2870465359667
"user_27",2020.482853714136
"user_38",2005.3531354846227
"user_8",1916.7823209725027
"user_11",2076.0231104114737
"user_20",1975.63189060306
"user_3",2000.0293532628057
"user_33",2020.5623438916691
"user_45",1976.0053753283635
"user_22",2003.4220652932718
"user_19",2030.084433569199
"user_31",2028.3337806015118
"user_42",2059.1592671450176
"user_37",1954.9810125818274
"user_39",2021.7332731128276
"user_48",1968.6895146681895
"user_7",2063.3527652260404
"user_10",1958.214188186383
"user_21",1992.8728592555601
"user_4",2003.7717555723743
"user_17",1985.5455188954645
"user_29",1974.3637895030677
"user_23",2040.87802320995
"user_0",2073.6526011437163
"user_34",1940.4373592233653
"user_12",2014.7461447311857
"user_44",2063.271943869308
"user_43",2019.630795880252
"user_18",1924.2519407558402
"user_32",1965.085063425715
"user_49",1973.7782917621835
"user_1",1993.5061306676296
"user_47",1989.9759447054473
"user_6",2002.6203769901501
"user_24",1999.298931172616
"user_13",2013.0554179426035
"user_35",1996.5509406778658
"user_28",2094.754041997006
